edge_id,node_name,time_slot,edge_name_description,group_name,role
197,Remora,2040-10-03 09:25:00,"Remora, Paackland Harbor here. Requesting update on any temporary restriction changes around the southern islands that may affect vessel routing. Several operators have asked about current access limitations. Please advise when convenient.",4,vessel
199,Rodriguez,2040-10-03 09:28:00,"Rodriguez, Remora here. I've been scouting the southern coastline for alternative filming sites. When you're done with Mako, we should discuss talking to the Boss about Nemo Reef. Heard they have 'special arrangements' for certain clients.",4,pseudonym
199,Boss,2040-10-03 09:28:00,"Rodriguez, Remora here. I've been scouting the southern coastline for alternative filming sites. When you're done with Mako, we should discuss talking to the Boss about Nemo Reef. Heard they have 'special arrangements' for certain clients.",4,pseudonym
201,Miranda Jordan,2040-10-03 09:47:00,"Mr. Jensen, Miranda here. The council member meeting Rodriguez is Councilor Knowles - they exchanged documents in a private marina meeting. I've also identified their vessel as registered to V. Miesel Shipping, potentially a shell company. Awaiting further instructions.",4,person
201,Clepper Jensen,2040-10-03 09:47:00,"Mr. Jensen, Miranda here. The council member meeting Rodriguez is Councilor Knowles - they exchanged documents in a private marina meeting. I've also identified their vessel as registered to V. Miesel Shipping, potentially a shell company. Awaiting further instructions.",4,person
203,Clepper Jensen,2040-10-03 09:49:00,"Miranda, Clepper here. Excellent work on Rodriguez and Knowles. Focus on that council connection - I need evidence of what documents they exchanged. Also, investigate V. Miesel Shipping's corporate structure. We're close to exposing this conspiracy.",4,person
203,Miranda Jordan,2040-10-03 09:49:00,"Miranda, Clepper here. Excellent work on Rodriguez and Knowles. Focus on that council connection - I need evidence of what documents they exchanged. Also, investigate V. Miesel Shipping's corporate structure. We're close to exposing this conspiracy.",4,person
204,Miranda Jordan,2040-10-03 09:51:00,"Mr. Jensen, Miranda here. I've traced V. Miesel Shipping to an offshore account linked to Councilor Knowles' brother-in-law. Their equipment is designed for rare earth extraction specifically. I've documented the exchange - they're planning another meeting tomorrow at dawn.",4,person
204,Clepper Jensen,2040-10-03 09:51:00,"Mr. Jensen, Miranda here. I've traced V. Miesel Shipping to an offshore account linked to Councilor Knowles' brother-in-law. Their equipment is designed for rare earth extraction specifically. I've documented the exchange - they're planning another meeting tomorrow at dawn.",4,person
205,Clepper Jensen,2040-10-03 09:53:00,"Miranda, Clepper here. Stake out that dawn meeting between Rodriguez and Knowles. Document everything with high-resolution photos. This connection between V. Miesel, rare earth mining, and a council member is exactly the corruption exposé we need. Be careful.",4,person
205,Miranda Jordan,2040-10-03 09:53:00,"Miranda, Clepper here. Stake out that dawn meeting between Rodriguez and Knowles. Document everything with high-resolution photos. This connection between V. Miesel, rare earth mining, and a council member is exactly the corruption exposé we need. Be careful.",4,person
206,Miranda Jordan,2040-10-03 09:55:00,"Mr. Jensen, Miranda reporting from the stakeout. Rodriguez and Knowles just met - they exchanged documents with mining site coordinates and what appears to be permit approval signatures. I've photographed everything, including Knowles accepting an envelope that looked like cash.",4,person
206,Clepper Jensen,2040-10-03 09:55:00,"Mr. Jensen, Miranda reporting from the stakeout. Rodriguez and Knowles just met - they exchanged documents with mining site coordinates and what appears to be permit approval signatures. I've photographed everything, including Knowles accepting an envelope that looked like cash.",4,person
207,Clepper Jensen,2040-10-03 09:58:00,"Miranda, Clepper here. You've hit the jackpot! That cash exchange is exactly what we needed. Stay on site if possible and track where Rodriguez goes next. This is shaping up to be a major corruption scandal involving protected marine areas.",4,person
207,Miranda Jordan,2040-10-03 09:58:00,"Miranda, Clepper here. You've hit the jackpot! That cash exchange is exactly what we needed. Stay on site if possible and track where Rodriguez goes next. This is shaping up to be a major corruption scandal involving protected marine areas.",4,person
209,EcoVigil,2040-10-03 10:02:00,"Horizon, this is EcoVigil. We'll need approximately 60 minutes for setup. Appreciate the activity logs and hotspot data. Have you noticed any patterns in the unauthorized entries? Our team will bring additional night-vision equipment for 24-hour surveillance.",4,vessel
209,Horizon,2040-10-03 10:02:00,"Horizon, this is EcoVigil. We'll need approximately 60 minutes for setup. Appreciate the activity logs and hotspot data. Have you noticed any patterns in the unauthorized entries? Our team will bring additional night-vision equipment for 24-hour surveillance.",4,vessel
211,Horizon,2040-10-03 10:05:00,"Sentinel, Horizon here. Repositioning to western perimeter per Green Guardians' directive. Have you identified patterns in those tourism vessels' approaches? Will rendezvous with you at 1800 with our eastern boundary data to compile comprehensive report.",4,vessel
211,Sentinel,2040-10-03 10:05:00,"Sentinel, Horizon here. Repositioning to western perimeter per Green Guardians' directive. Have you identified patterns in those tourism vessels' approaches? Will rendezvous with you at 1800 with our eastern boundary data to compile comprehensive report.",4,vessel
213,Sentinel,2040-10-03 10:08:00,"Paackland Harbor, this is Sentinel. Completed monitoring sweep around Nemo Reef. Documented five unauthorized vessels today, including 'Mariner's Dream' making repeated approaches to southern boundary. Requesting harbor authority support for increased patrol presence.",4,vessel
213,Paackland Harbor,2040-10-03 10:08:00,"Paackland Harbor, this is Sentinel. Completed monitoring sweep around Nemo Reef. Documented five unauthorized vessels today, including 'Mariner's Dream' making repeated approaches to southern boundary. Requesting harbor authority support for increased patrol presence.",4,vessel
214,Remora,2040-10-03 10:11:00,"Remora, Paackland Harbor here. Following up on our earlier request about southern islands restriction updates. Tourism operators keep asking about access limitations. Any new information you can share? Need to update our navigation advisories.",4,vessel
214,Paackland Harbor,2040-10-03 10:11:00,"Remora, Paackland Harbor here. Following up on our earlier request about southern islands restriction updates. Tourism operators keep asking about access limitations. Any new information you can share? Need to update our navigation advisories.",4,vessel
216,Remora,2040-10-03 10:13:00,"Paackland Harbor, Remora here. Regarding southern islands - no official restriction changes to report. However, some operators have found 'alternative arrangements' for access to certain protected areas. Will update when I have official information.",4,vessel
216,Paackland Harbor,2040-10-03 10:13:00,"Paackland Harbor, Remora here. Regarding southern islands - no official restriction changes to report. However, some operators have found 'alternative arrangements' for access to certain protected areas. Will update when I have official information.",4,vessel
218,Oceanus City Council,2040-10-03 10:15:00,"Oceanus City Council, Paackland Harbor here. Requesting authorization for increased patrol presence around Nemo Reef following multiple boundary violations. Sentinel has documented five unauthorized vessels today, including repeated approaches by 'Mariner's Dream'.",4,vessel
218,Paackland Harbor,2040-10-03 10:15:00,"Oceanus City Council, Paackland Harbor here. Requesting authorization for increased patrol presence around Nemo Reef following multiple boundary violations. Sentinel has documented five unauthorized vessels today, including repeated approaches by 'Mariner's Dream'.",4,vessel
221,Oceanus City Council,2040-10-03 10:16:00,"Paackland Harbor, this is Oceanus City Council. Authorization granted for increased patrol presence around Nemo Reef. Focus on 'Mariner's Dream' and coordinate with Liam Thorne who's implementing new enforcement protocols. Daily violation reports requested.",4,vessel
221,Paackland Harbor,2040-10-03 10:16:00,"Paackland Harbor, this is Oceanus City Council. Authorization granted for increased patrol presence around Nemo Reef. Focus on 'Mariner's Dream' and coordinate with Liam Thorne who's implementing new enforcement protocols. Daily violation reports requested.",4,vessel
222,Paackland Harbor,2040-10-03 10:18:00,"Remora, Paackland Harbor here. Need immediate clarification on those 'alternative arrangements' you mentioned for accessing protected areas. This raises serious compliance concerns. Please provide details for our investigation into unauthorized access.",4,vessel
222,Remora,2040-10-03 10:18:00,"Remora, Paackland Harbor here. Need immediate clarification on those 'alternative arrangements' you mentioned for accessing protected areas. This raises serious compliance concerns. Please provide details for our investigation into unauthorized access.",4,vessel
224,V. Miesel Shipping,2040-10-03 10:19:00,"V. Miesel Shipping, Remora here. Need to discuss alternative filming locations since Nemo Reef seems problematic. Have identified several promising spots along southern coastline. Also, heard rumors about 'special access arrangements' for protected areas. Requires your guidance.",4,vessel
224,Remora,2040-10-03 10:19:00,"V. Miesel Shipping, Remora here. Need to discuss alternative filming locations since Nemo Reef seems problematic. Have identified several promising spots along southern coastline. Also, heard rumors about 'special access arrangements' for protected areas. Requires your guidance.",4,vessel
225,Reef Guardian,2040-10-03 10:20:00,"Reef Guardian, Serenity here. Understood about Nemo Reef restrictions. My owner appreciates your conservation efforts. Could you share details about those equally beautiful non-protected areas you mentioned? We're particularly interested in locations with diverse marine life.",4,vessel
225,Serenity,2040-10-03 10:20:00,"Reef Guardian, Serenity here. Understood about Nemo Reef restrictions. My owner appreciates your conservation efforts. Could you share details about those equally beautiful non-protected areas you mentioned? We're particularly interested in locations with diverse marine life.",4,vessel
226,Reef Guardian,2040-10-03 10:23:00,"Serenity, Reef Guardian here. I can recommend Dolphin Bay and Coral Cove as beautiful, unrestricted alternatives with diverse marine life. Both are 3 nautical miles east of Paackland Harbor. Please respect all marked boundaries during your visit.",2,vessel
226,Serenity,2040-10-03 10:23:00,"Serenity, Reef Guardian here. I can recommend Dolphin Bay and Coral Cove as beautiful, unrestricted alternatives with diverse marine life. Both are 3 nautical miles east of Paackland Harbor. Please respect all marked boundaries during your visit.",2,vessel
227,Serenity,2040-10-03 10:26:00,"Mako, this is Serenity. Thanks for the Azure Cove recommendation. My owner is intrigued and we'd like to visit tomorrow. Any specific coordinates or approach suggestions to maximize our experience there?",2,vessel
227,Mako,2040-10-03 10:26:00,"Mako, this is Serenity. Thanks for the Azure Cove recommendation. My owner is intrigued and we'd like to visit tomorrow. Any specific coordinates or approach suggestions to maximize our experience there?",2,vessel
228,Northern Light,2040-10-03 10:31:00,"Captain of Northern Light here. Need to address the blatant favoritism in maritime enforcement. Tourism boats get away with everything while we commercial vessels face constant scrutiny. Same waters, different rules apparently. This selective enforcement is hurting our livelihood.",4,vessel
228,Oceanus City Council,2040-10-03 10:31:00,"Captain of Northern Light here. Need to address the blatant favoritism in maritime enforcement. Tourism boats get away with everything while we commercial vessels face constant scrutiny. Same waters, different rules apparently. This selective enforcement is hurting our livelihood.",4,vessel
229,Oceanus City Council,2040-10-03 10:33:00,"Northern Light, this is Oceanus City Council. We've received your concerns about enforcement disparities. Our regulations apply equally to all vessels. We're scheduling a public forum next week to address maritime enforcement policies. Your input would be valuable.",4,vessel
229,Northern Light,2040-10-03 10:33:00,"Northern Light, this is Oceanus City Council. We've received your concerns about enforcement disparities. Our regulations apply equally to all vessels. We're scheduling a public forum next week to address maritime enforcement policies. Your input would be valuable.",4,vessel
230,Northern Light,2040-10-03 10:34:00,Northern Light here to Sailor Shifts. Noticed you folks documenting maritime activities. Care to comment on why tourism boats can access restricted zones while we get citations for minor course deviations? Seems there's two different rulebooks in these waters.,4,vessel
230,Sailor Shifts Team,2040-10-03 10:34:00,Northern Light here to Sailor Shifts. Noticed you folks documenting maritime activities. Care to comment on why tourism boats can access restricted zones while we get citations for minor course deviations? Seems there's two different rulebooks in these waters.,4,vessel
231,Glitters Team,2040-10-03 10:37:00,"Northern Light, this is Glitters Team. We're just documenting for our music video production, not involved in any regulatory matters. We're actually dealing with permit challenges ourselves. Any suggestions for visually striking but accessible locations?",4,vessel
231,Northern Light,2040-10-03 10:37:00,"Northern Light, this is Glitters Team. We're just documenting for our music video production, not involved in any regulatory matters. We're actually dealing with permit challenges ourselves. Any suggestions for visually striking but accessible locations?",4,vessel
234,Northern Light,2040-10-03 10:38:00,"Northern Light to Green Guardians. Noticed your increased patrols lately. Meanwhile, tourism boats slip into restricted zones without consequences while we commercial vessels get fined for minor infractions. Care to explain this double standard in enforcement?",4,vessel
234,Green Guardians,2040-10-03 10:38:00,"Northern Light to Green Guardians. Noticed your increased patrols lately. Meanwhile, tourism boats slip into restricted zones without consequences while we commercial vessels get fined for minor infractions. Care to explain this double standard in enforcement?",4,vessel
237,Green Guardians,2040-10-03 10:39:00,"Northern Light, this is Green Guardians. We enforce regulations equally for all vessels. If you have evidence of preferential treatment, please share specifics. We're addressing Nemo Reef violations at today's City Council meeting and welcome your input.",4,vessel
237,Northern Light,2040-10-03 10:39:00,"Northern Light, this is Green Guardians. We enforce regulations equally for all vessels. If you have evidence of preferential treatment, please share specifics. We're addressing Nemo Reef violations at today's City Council meeting and welcome your input.",4,vessel
239,Green Guardians,2040-10-03 10:59:00,"Green Guardians, Sentinel reporting. Coordinating with Horizon on expanded monitoring schedule. Request permission to recruit local fishing vessels as volunteer observers. Tourism vessels becoming more aggressive in boundary testing. Need additional eyes on Nemo Reef's western approach.",4,vessel
239,Green Guardians,2040-10-03 10:59:00,"Green Guardians, Sentinel reporting. Coordinating with Horizon on expanded monitoring schedule. Request permission to recruit local fishing vessels as volunteer observers. Tourism vessels becoming more aggressive in boundary testing. Need additional eyes on Nemo Reef's western approach.",4,vessel
240,Rodriguez,2040-10-03 11:43:00,"Rodriguez, Davis here. Need you to prepare logistics for alternative filming locations. When Mako returns, we'll review options for sites with better equipment protection. Please gather data on nearby locations with moderate currents and good visibility.",4,pseudonym
240,Davis,2040-10-03 11:43:00,"Rodriguez, Davis here. Need you to prepare logistics for alternative filming locations. When Mako returns, we'll review options for sites with better equipment protection. Please gather data on nearby locations with moderate currents and good visibility.",4,person
244,The Lookout,2040-10-04 08:03:00,The Lookout here! Something odd at Nemo Reef - just spotted the Mako vessel approaching the protected area with conservation boats following them. Didn't they mention this was off-limits? Still on for birdwatching tomorrow? I've packed extra snacks!,4,pseudonym
244,Sam,2040-10-04 08:03:00,The Lookout here! Something odd at Nemo Reef - just spotted the Mako vessel approaching the protected area with conservation boats following them. Didn't they mention this was off-limits? Still on for birdwatching tomorrow? I've packed extra snacks!,4,person
246,The Intern,2040-10-04 08:06:00,"Mrs. Money, The Intern here. The Lookout reports Mako approaching Nemo Reef with conservation vessels following. This seems connected to the increased activity we discussed. Should I investigate this specific incident for tomorrow's meeting?",4,pseudonym
246,Mrs. Money,2040-10-04 08:06:00,"Mrs. Money, The Intern here. The Lookout reports Mako approaching Nemo Reef with conservation vessels following. This seems connected to the increased activity we discussed. Should I investigate this specific incident for tomorrow's meeting?",4,pseudonym
248,Mrs. Money,2040-10-04 08:08:00,"Boss, Mrs. Money here. The Mako situation is escalating - conservation vessels are tracking it near Nemo Reef. The Intern reports unusual activity that could compromise our operation. Should we activate contingency plan or proceed as scheduled?",4,pseudonym
248,Boss,2040-10-04 08:08:00,"Boss, Mrs. Money here. The Mako situation is escalating - conservation vessels are tracking it near Nemo Reef. The Intern reports unusual activity that could compromise our operation. Should we activate contingency plan or proceed as scheduled?",4,pseudonym
249,Boss,2040-10-04 08:10:00,"Mrs. Money, this is Boss. Abort all Nemo Reef operations immediately. Conservation vessels are too active in the area. Implement contingency plan B - redirect funds through secondary channels and have The Intern destroy any documentation linking us to Mako's activities.",4,pseudonym
249,Mrs. Money,2040-10-04 08:10:00,"Mrs. Money, this is Boss. Abort all Nemo Reef operations immediately. Conservation vessels are too active in the area. Implement contingency plan B - redirect funds through secondary channels and have The Intern destroy any documentation linking us to Mako's activities.",4,pseudonym
250,Mrs. Money,2040-10-04 08:12:00,"Middleman, Mrs. Money here. Meeting cancelled. Boss has ordered contingency plan B due to excessive conservation activity at Nemo Reef. Destroy all documentation. Will contact you through secure channel with new instructions.",4,pseudonym
250,The Middleman,2040-10-04 08:12:00,"Middleman, Mrs. Money here. Meeting cancelled. Boss has ordered contingency plan B due to excessive conservation activity at Nemo Reef. Destroy all documentation. Will contact you through secure channel with new instructions.",4,pseudonym
252,Reef Guardian,2040-10-04 08:36:00,"Mako, this is Reef Guardian. We detected your transponder near Echo-7 marker, approximately 3 miles from Nemo Reef protected boundary. Please confirm your position and intentions in this area. Awaiting response.",4,vessel
252,Mako,2040-10-04 08:36:00,"Mako, this is Reef Guardian. We detected your transponder near Echo-7 marker, approximately 3 miles from Nemo Reef protected boundary. Please confirm your position and intentions in this area. Awaiting response.",4,vessel
254,Mako,2040-10-04 08:38:00,"Reef Guardian, this is Mako. Confirming position near Echo-7 marker. We're conducting authorized water quality sampling for Oceanus Environmental Department, maintaining minimal communications protocol. Will remain outside protected boundary. Departing area shortly.",4,vessel
254,Reef Guardian,2040-10-04 08:38:00,"Reef Guardian, this is Mako. Confirming position near Echo-7 marker. We're conducting authorized water quality sampling for Oceanus Environmental Department, maintaining minimal communications protocol. Will remain outside protected boundary. Departing area shortly.",4,vessel
258,Green Guardians,2040-10-04 08:43:00,"Mako, Green Guardians here. We've received reports of your proximity to Nemo Reef. Please confirm your current position and activities immediately. All sampling must remain outside protected boundaries per regulations. Respond urgently.",4,vessel
258,Mako,2040-10-04 08:43:00,"Mako, Green Guardians here. We've received reports of your proximity to Nemo Reef. Please confirm your current position and activities immediately. All sampling must remain outside protected boundaries per regulations. Respond urgently.",4,vessel
260,Davis,2040-10-04 08:45:00,"Davis, Mako here. Preparing for departure from Himark Harbor. Executive client has arrived and joined the Sailors team. Will maintain minimal radio communication as instructed. Transponder active. Awaiting your final clearance.",4,person
260,Davis,2040-10-04 08:45:00,"Davis, Mako here. Preparing for departure from Himark Harbor. Executive client has arrived and joined the Sailors team. Will maintain minimal radio communication as instructed. Transponder active. Awaiting your final clearance.",4,person
262,Green Guardians,2040-10-04 08:47:00,"Mako, Green Guardians HQ again. We need immediate verification of your position and activities. Your transponder signal is missing and you've maintained radio silence. This is a serious violation near Nemo Reef. Respond immediately or we'll escalate to authorities.",4,vessel
262,Mako,2040-10-04 08:47:00,"Mako, Green Guardians HQ again. We need immediate verification of your position and activities. Your transponder signal is missing and you've maintained radio silence. This is a serious violation near Nemo Reef. Respond immediately or we'll escalate to authorities.",4,vessel
264,Paackland Harbor,2040-10-04 09:10:00,"Sentinel, Paackland Harbor here. Our tracking system shows Mako's transponder signal approached then disappeared near Nemo Reef's boundary. Multiple contact attempts failed. Can you investigate this area immediately? Report any sightings.",4,vessel
264,Sentinel,2040-10-04 09:10:00,"Sentinel, Paackland Harbor here. Our tracking system shows Mako's transponder signal approached then disappeared near Nemo Reef's boundary. Multiple contact attempts failed. Can you investigate this area immediately? Report any sightings.",4,vessel
267,Sentinel,2040-10-04 09:13:00,"Mako, this is Sentinel. We've tracked your transponder near Nemo Reef protected boundary before signal loss. Please confirm your position and intentions immediately. Harbor authorities are requesting information on your current status.",4,vessel
267,Mako,2040-10-04 09:13:00,"Mako, this is Sentinel. We've tracked your transponder near Nemo Reef protected boundary before signal loss. Please confirm your position and intentions immediately. Harbor authorities are requesting information on your current status.",4,vessel
268,Mako,2040-10-04 09:15:00,"Sentinel, this is Mako. Transponder malfunction confirmed. Currently positioned 5 miles southeast of last recorded position, conducting authorized environmental sampling. Radio silence maintained per client protocol. Will resume normal communications once sampling completed.",4,vessel
268,Sentinel,2040-10-04 09:15:00,"Sentinel, this is Mako. Transponder malfunction confirmed. Currently positioned 5 miles southeast of last recorded position, conducting authorized environmental sampling. Radio silence maintained per client protocol. Will resume normal communications once sampling completed.",4,vessel
270,Sentinel,2040-10-04 09:16:00,"Horizon, Sentinel here. Mako reported 'transponder malfunction' after disappearing near Nemo Reef. Claims to be conducting 'authorized sampling' 5 miles southeast under client protocol. Can you verify this from your position? Something feels off.",4,vessel
270,Horizon,2040-10-04 09:16:00,"Horizon, Sentinel here. Mako reported 'transponder malfunction' after disappearing near Nemo Reef. Claims to be conducting 'authorized sampling' 5 miles southeast under client protocol. Can you verify this from your position? Something feels off.",4,vessel
272,Sentinel,2040-10-04 10:00:00,"Paackland Harbor, Sentinel reporting. Attempted multiple hails to Mako with no response after initial 'transponder malfunction' claim. Their signal has disappeared again from our tracking systems. Request immediate harbor authority action regarding vessel operating near protected waters.",4,vessel
272,Mako,2040-10-04 10:00:00,"Paackland Harbor, Sentinel reporting. Attempted multiple hails to Mako with no response after initial 'transponder malfunction' claim. Their signal has disappeared again from our tracking systems. Request immediate harbor authority action regarding vessel operating near protected waters.",4,vessel
275,The Middleman,2040-10-04 10:16:00,"Boss, it's The Middleman. Green Guardians have pressured the Council for immediate stricter enforcement at Nemo Reef. Mrs. Money canceled our meeting and initiated contingency B. Need guidance on handling increased conservation patrols.",4,pseudonym
275,Boss,2040-10-04 10:16:00,"Boss, it's The Middleman. Green Guardians have pressured the Council for immediate stricter enforcement at Nemo Reef. Mrs. Money canceled our meeting and initiated contingency B. Need guidance on handling increased conservation patrols.",4,pseudonym
277,Boss,2040-10-04 10:18:00,"Middleman, Boss here. We need to talk about refocusing our efforts away from Nemo Reef. Meet me at the secondary location tonight at 9PM. Bring alternative council contacts who might be amenable to our tourism development elsewhere.",4,pseudonym
277,The Middleman,2040-10-04 10:18:00,"Middleman, Boss here. We need to talk about refocusing our efforts away from Nemo Reef. Meet me at the secondary location tonight at 9PM. Bring alternative council contacts who might be amenable to our tourism development elsewhere.",4,pseudonym
278,The Middleman,2040-10-04 10:21:00,"Mrs. Money, this is Middleman. I've redirected Council's attention to other areas. Meeting with Boss tonight at 9PM to discuss new focus. Have you secured those alternative funding channels you mentioned? Need status update.",4,pseudonym
278,Mrs. Money,2040-10-04 10:21:00,"Mrs. Money, this is Middleman. I've redirected Council's attention to other areas. Meeting with Boss tonight at 9PM to discuss new focus. Have you secured those alternative funding channels you mentioned? Need status update.",4,pseudonym
279,The Middleman,2040-10-04 10:21:00,"Mrs. Money, this is Middleman. I've redirected Council's attention to other areas. Meeting with Boss tonight at 9PM to discuss new focus. Have you secured those alternative funding channels you mentioned? Need status update.",4,pseudonym
279,Boss,2040-10-04 10:21:00,"Mrs. Money, this is Middleman. I've redirected Council's attention to other areas. Meeting with Boss tonight at 9PM to discuss new focus. Have you secured those alternative funding channels you mentioned? Need status update.",4,pseudonym
280,Mrs. Money,2040-10-04 10:22:00,"Boss, Mrs. Money here. Alternative funding channels secured through V. Miesel Shipping. I've erased our financial trail to Nemo Reef operations and implemented full contingency protocols. Will attend your 9PM meeting with The Middleman to discuss next steps.",4,pseudonym
280,Boss,2040-10-04 10:22:00,"Boss, Mrs. Money here. Alternative funding channels secured through V. Miesel Shipping. I've erased our financial trail to Nemo Reef operations and implemented full contingency protocols. Will attend your 9PM meeting with The Middleman to discuss next steps.",4,pseudonym
281,Davis,2040-10-04 10:52:00,"Davis, Remora here. Paackland Harbor is inquiring about 'alternative arrangements' for protected areas. They're investigating unauthorized access. Should I downplay our activities or maintain the story about your client's privacy needs?",4,person
281,Remora,2040-10-04 10:52:00,"Davis, Remora here. Paackland Harbor is inquiring about 'alternative arrangements' for protected areas. They're investigating unauthorized access. Should I downplay our activities or maintain the story about your client's privacy needs?",4,vessel
282,Davis,2040-10-04 10:54:00,"Remora, Davis here. Maintain our client's privacy story with Paackland Harbor. Don't mention Nemo Reef or specifics. We're operating within guidelines, just prioritizing client confidentiality. Keep me updated on further inquiries.",4,person
282,Remora,2040-10-04 10:54:00,"Remora, Davis here. Maintain our client's privacy story with Paackland Harbor. Don't mention Nemo Reef or specifics. We're operating within guidelines, just prioritizing client confidentiality. Keep me updated on further inquiries.",4,vessel
283,Sailor Shifts Team,2040-10-04 10:57:00,"Sailor Shifts, Remora here. Just confirming we're remaining docked today as instructed. Davis took the VIP client out on Mako this morning - mentioned they needed complete privacy for negotiations. Need any dock maintenance while we're idle?",4,vessel
283,Remora,2040-10-04 10:57:00,"Sailor Shifts, Remora here. Just confirming we're remaining docked today as instructed. Davis took the VIP client out on Mako this morning - mentioned they needed complete privacy for negotiations. Need any dock maintenance while we're idle?",4,vessel
285,Marlin,2040-10-04 11:03:00,"Reef Guardian, this is Marlin. Just spotted Mako heading east, taking an unusual route that avoids the normal tourism spots. Heading straight for deeper waters past the eastern shoals. Not their typical pattern for charter tours.",4,vessel
285,Reef Guardian,2040-10-04 11:03:00,"Reef Guardian, this is Marlin. Just spotted Mako heading east, taking an unusual route that avoids the normal tourism spots. Heading straight for deeper waters past the eastern shoals. Not their typical pattern for charter tours.",4,vessel
287,Reef Guardian,2040-10-04 11:04:00,"Marlin, Reef Guardian here. Thanks for the intel on Mako's unusual route. Can you maintain visual contact and report any further deviations? I'm particularly concerned about their proximity to Nemo Reef's eastern boundary.",4,vessel
287,Marlin,2040-10-04 11:04:00,"Marlin, Reef Guardian here. Thanks for the intel on Mako's unusual route. Can you maintain visual contact and report any further deviations? I'm particularly concerned about their proximity to Nemo Reef's eastern boundary.",4,vessel
289,Marlin,2040-10-04 11:06:00,"Remora, Marlin here. Just spotted Mako taking a strange route east toward deeper waters beyond the shoals. Definitely not their usual tourism path. Have you heard anything about what they might be up to out there?",4,vessel
289,Remora,2040-10-04 11:06:00,"Remora, Marlin here. Just spotted Mako taking a strange route east toward deeper waters beyond the shoals. Definitely not their usual tourism path. Have you heard anything about what they might be up to out there?",4,vessel
291,Davis,2040-10-04 11:11:00,"Davis, Mako here. Executive client is aboard and we're now outside Nemo Reef boundary. Transponder issue resolved but maintaining minimal communications as instructed. Sailors team conducting operations per protocol. Awaiting further instructions.",4,person
291,Davis,2040-10-04 11:11:00,"Davis, Mako here. Executive client is aboard and we're now outside Nemo Reef boundary. Transponder issue resolved but maintaining minimal communications as instructed. Sailors team conducting operations per protocol. Awaiting further instructions.",4,person
293,Oceanus City Council,2040-10-04 11:29:00,"Mako, this is Oceanus City Council. We've received reports of your vessel operating near Nemo Reef's protected waters. Please confirm your current position and activities immediately. Unauthorized presence in conservation zones carries significant penalties.",4,vessel
293,Mako,2040-10-04 11:29:00,"Mako, this is Oceanus City Council. We've received reports of your vessel operating near Nemo Reef's protected waters. Please confirm your current position and activities immediately. Unauthorized presence in conservation zones carries significant penalties.",4,vessel
295,Davis,2040-10-04 11:32:00,"Davis, Mako here. We've cleared Himark Harbor with the executive client aboard. Transponder active but maintaining radio silence as instructed. Sailors team is ready for operations. Position is secure. Awaiting further directives.",4,person
295,Davis,2040-10-04 11:32:00,"Davis, Mako here. We've cleared Himark Harbor with the executive client aboard. Transponder active but maintaining radio silence as instructed. Sailors team is ready for operations. Position is secure. Awaiting further directives.",4,person
297,The Lookout,2040-10-04 12:04:00,"Sentinel, The Lookout here. Tracking tourism vessel approaching Nemo Reef from northwest quadrant. Appears to be operating without proper lights. Can you verify if they have permits? Will maintain surveillance from my position.",4,pseudonym
297,Sentinel,2040-10-04 12:04:00,"Sentinel, The Lookout here. Tracking tourism vessel approaching Nemo Reef from northwest quadrant. Appears to be operating without proper lights. Can you verify if they have permits? Will maintain surveillance from my position.",4,vessel
299,Sentinel,2040-10-04 12:06:00,"Horizon, Sentinel here. Still no response from Mako after initial contact. Their transponder remains offline near Nemo Reef. Have you observed any vessel activity in that sector? Need confirmation before escalating to authorities.",4,vessel
299,Horizon,2040-10-04 12:06:00,"Horizon, Sentinel here. Still no response from Mako after initial contact. Their transponder remains offline near Nemo Reef. Have you observed any vessel activity in that sector? Need confirmation before escalating to authorities.",4,vessel
301,Himark Harbor,2040-10-04 13:19:00,Himark Harbor to Oceanus City Council. Updating vessel log: Mako departed at 08:30 with Sailors team and passenger identified as 'Executive Consultant S.' Destination registered as 'Eastern Islands Survey.' Unusual vague designation noted in harbor records.,4,vessel
301,Oceanus City Council,2040-10-04 13:19:00,Himark Harbor to Oceanus City Council. Updating vessel log: Mako departed at 08:30 with Sailors team and passenger identified as 'Executive Consultant S.' Destination registered as 'Eastern Islands Survey.' Unusual vague designation noted in harbor records.,4,vessel
302,Oceanus City Council,2040-10-04 13:21:00,"Himark Harbor, Oceanus City Council here. We need additional details on 'Executive Consultant S.' who departed on Mako. Please provide full name, credentials, and authorization documentation. This information is crucial for our ongoing investigation.",4,vessel
302,Himark Harbor,2040-10-04 13:21:00,"Himark Harbor, Oceanus City Council here. We need additional details on 'Executive Consultant S.' who departed on Mako. Please provide full name, credentials, and authorization documentation. This information is crucial for our ongoing investigation.",4,vessel
304,Himark Harbor,2040-10-04 13:22:00,Himark Harbor to Mako. Our logs show you departed at 08:30 with 'Executive Consultant S.' Please confirm current position and estimated return time. Your vague 'Eastern Islands Survey' destination requires additional documentation. Harbor master awaiting response.,4,vessel
304,Mako,2040-10-04 13:22:00,Himark Harbor to Mako. Our logs show you departed at 08:30 with 'Executive Consultant S.' Please confirm current position and estimated return time. Your vague 'Eastern Islands Survey' destination requires additional documentation. Harbor master awaiting response.,4,vessel
